,code,product_name,countries,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,energy_100g,sugars_100g,nutrition-score-fr_100g
205597,3250390393511,"Nectar d'Orange, d'Abricot et de Pêche",en:FR,e,Beverages,Fruit nectars,217.0,10.5,13.0
205604,3250390400288,Galets sablés à la noix de coco,en:FR,e,Sugary snacks,Biscuits and cakes,2039.0,25.6,23.0
205614,3250390411932,Chocolat au Lait Supérieur,en:FR,e,Sugary snacks,Chocolate products,2418.0,49.3,27.0
205621,3250390424079,Brownie choco noisettes,en:FR,e,Sugary snacks,Biscuits and cakes,2028.0,35.8,22.0
205636,3250390452966,Kanoë parfum chocolat noisette,en:FR,d,Sugary snacks,Biscuits and cakes,2033.0,39.5,18.0
205659,3250390471110,Biscuits Sésame,en:FR,e,Sugary snacks,Biscuits and cakes,2133.0,21.3,22.0
205672,3250390484424,Menthe Chocolat,en:FR,d,Milk and dairy products,Ice cream,1203.0,26.7,18.0
205700,3250390514008,Itinéraire Des Saveurs,en:FR,e,Beverages,Sweetened beverages,151.0,9.0,12.0
205711,3250390542049,Lemon Lime,en:FR,e,Beverages,Sweetened beverages,145.0,8.0,11.0
205726,3250390562122,Lemon Lime,en:FR,e,Beverages,Sweetened beverages,179.0,10.5,13.0
205731,3250390567059,100% pur jus pressé Clémentine,en:FR,c,Beverages,Fruit juices,205.0,12.0,5.0
205735,3250390576587,Jus de raisin à base de concentré,en:FR,e,Beverages,Fruit juices,281.0,14.8,10.0
205736,3250390576600,Jus de Pomme à base de concentré,en:FR,c,Beverages,Fruit juices,206.0,10.3,4.0
205737,3250390576624,Paquito Orange,en:FR,c,Beverages,Fruit juices,201.0,9.6,4.0
205741,3250390578994,Cola,en:FR,e,Beverages,Sweetened beverages,187.0,10.5,14.0
205748,3250390600459,Sorbet poire Adélie,en:FR,c,Milk and dairy products,Ice cream,494.0,20.1,4.0
205749,3250390600572,glace menthe chocolat,en:FR,d,Milk and dairy products,Ice cream,802.0,23.3,13.0
205750,3250390600657,Pistache,en:FR,d,Milk and dairy products,Ice cream,918.0,20.6,11.0
205751,3250390600671,Adelie Bac Vanille,en:FR,e,Milk and dairy products,Ice cream,812.0,47.9,22.0
205753,3250390600718,Crème glacée chocolat Adélie,en:FR,d,Milk and dairy products,Ice cream,931.0,25.3,15.0
205758,3250390605898,Petit Suisse 0 % Mg,en:FR,a,Milk and dairy products,Dairy desserts,216.0,3.3,0.0
205760,3250390609520,Pulp Orange,en:FR,e,Beverages,Sweetened beverages,179.0,10.1,13.0
205761,3250390610458,Blanc Noix de Coco Caramélisée,en:FR,e,Sugary snacks,Chocolate products,2438.0,52.0,28.0
205763,3250390612148,Jus d'orange,en:FR,c,Beverages,Fruit juices,184.0,10.0,4.0
205764,3250390612162,Jus de 4 agrumes,en:FR,c,Beverages,Fruit juices,194.0,9.8,4.0
205770,3250390616092,100 % Pur Jus Orange Pulpée Floride,en:FR,c,Beverages,Fruit juices,209.0,11.0,5.0
205773,3250390618935,Vanille,en:FR,e,Milk and dairy products,Ice cream,1178.0,27.2,19.0
